Entry,olefin,metal,Ligand-M,ligand,solvent,T(K),p(bar),CO/H2,t(h),L/M,S/M,[M](mM),L/B,kb,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
572,C=CCC#N,Rh,CC1=CC=CC2=C1N(P->%161OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P->%17(C1=CC=CC=C1)C1=CC=CC=C1)=C2C.[RhH]%16%17%18.[C-]->%18#[O+],CC1=CC=CC2=C1N(P1OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O1)C(P(C1=CC=CC=C1)C1=CC=CC=C1)=C2C,CC1=CC=CC=C1,343.15,20,1,20,2,1000,1,-0.380211242,49.5,,0.405184229,0.416666667,,
573,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,10,1,17,2,200,1,-1.768638101,6,,0.058943117,0.017035775,,
574,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,20,1,17,2,200,1,-1.278753601,2.705882353,,0.181108828,0.052631579,,
575,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,30,1,17,2,200,1,-1.155336037,2.352941176,,0.211886275,0.06993007,,
576,C=COC(C)=O,Rh,CC1=C(P->%16(C2=CC=CC=C2)C2=CC=CC=C2)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C2=CC=CC=C2)C2=CC=CC=C2)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,40,1,17,2,200,1,-0.995635195,1.882352941,,0.251711922,0.101010101,,
577,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,10,1,17,2,200,1,-1.330413773,4.352941176,,0.168225992,0.046728972,,
578,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,20,1,17,2,200,1,-1.079181246,2.705882353,,0.230877495,0.083333333,,
579,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,30,1,17,2,200,1,-0.982271233,1.764705882,,0.25504458,0.104166667,,
580,C=COC(C)=O,Rh,CC1=C(P->%16(C(C)C)C(C)C)N(P->%172OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2.[RhH]%16%17%18.[C-]->%18#[O+],CC1=C(P(C(C)C)C(C)C)N(P2OC(C3=CC=CC=C3)(C3=CC=CC=C3)[C@H]3OC(C)(C)O[C@@H]3C(C3=CC=CC=C3)(C3=CC=CC=C3)O2)C2=C1C=CC=C2,CC1=CC=CC=C1,313.15,40,1,17,2,200,1,-0.73239376,1.294117647,,0.317358165,0.185185185,,
581,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.655138435,600,,0.087247273,0.022123894,,
582,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162CP->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2CP2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.301029996,80,,0.175553617,0.05,,
583,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.320146286,110,,0.170786462,0.04784689,,
584,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%172[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.598790507,950,,0.101299125,0.025188917,,
585,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162C2=NC=CN=C2P->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2C2=NC=CN=C2P2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.561101384,980,,0.110697909,0.027472527,,
586,C=CC1=CC=CC=C1,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162C2=NC3=C(C=CC=C3)N=C2P->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2C2=NC3=C(C=CC=C3)N=C2P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.146128036,70,,0.463559093,0.714285714,,
587,C=CC1=CC=CC=C1,Rh,O=C1OC(=O)C(P->%162[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P->%171[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],O=C1OC(=O)C(P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P1[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.58546073,430,,0.104623259,0.025974026,,
588,C=CC1=CC=CC=C1,Rh,C[C@@H]1CC[C@@H](C)P->%161C1=C(P->%172[C@H](C)CC[C@H]2C)C(=O)OC1=O.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)OC1=O,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.146128036,90,,0.214182535,0.071428571,,
589,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.826074803,970,,0.293996309,0.149253731,,
590,C=CCC#N,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162CP->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2CP2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.69019608,280,,0.327881277,0.204081633,,
591,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.939519253,420,,0.265705922,0.114942529,,
592,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%172[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.851258349,1000,,0.287716123,0.14084507,,
593,C=CCC#N,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162C2=NC=CN=C2P->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2C2=NC=CN=C2P2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.77815125,1000,,0.305947319,0.166666667,,
594,C=CCC#N,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162C2=NC3=C(C=CC=C3)N=C2P->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2C2=NC3=C(C=CC=C3)N=C2P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.491361694,230,,0.377465912,0.322580645,,
595,C=CCC#N,Rh,O=C1OC(=O)C(P->%162[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P->%171[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],O=C1OC(=O)C(P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P1[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.908485019,760,,0.273445132,0.12345679,,
596,C=CCC#N,Rh,C[C@@H]1CC[C@@H](C)P->%161C1=C(P->%172[C@H](C)CC[C@H]2C)C(=O)OC1=O.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)OC1=O,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-0.785329835,310,,0.304157148,0.163934426,,
597,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-2,520,,0.001246883,0.01,,
598,C=COC(C)=O,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162CP->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2CP2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-2,230,,0.001246883,0.01,,
599,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162CCCP->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2CCCP2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-2,270,,0.001246883,0.01,,
600,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%172[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->52C->6=C->7C->8=C->92)C=C1.C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2[C-]->%102C->%11=C->%12C->%13=C->%142)C=C1.[Fe+2]56789%10%11%12%13%14,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-2,920,,0.001246883,0.01,,
601,C=COC(C)=O,Rh,C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P->%162C2=NC=CN=C2P->%172[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@H]2CC[C@H](C3=CC=CC=C3)P2C2=NC=CN=C2P2[C@@H](C3=CC=CC=C3)CC[C@@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-2,960,,0.001246883,0.01,,
602,C=COC(C)=O,Rh,C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P->%162C2=NC3=C(C=CC=C3)N=C2P->%172[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1.[RhH]%16%17%18.[C-]->%18#[O+],C1=CC=C([C@@H]2CC[C@@H](C3=CC=CC=C3)P2C2=NC3=C(C=CC=C3)N=C2P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)C=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.401400541,170,,0.150523556,0.03968254,,
603,C=COC(C)=O,Rh,O=C1OC(=O)C(P->%162[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P->%171[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1.[RhH]%16%17%18.[C-]->%18#[O+],O=C1OC(=O)C(P2[C@H](C3=CC=CC=C3)CC[C@H]2C2=CC=CC=C2)=C1P1[C@H](C2=CC=CC=C2)CC[C@H]1C1=CC=CC=C1,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-2,480,,0.001246883,0.01,,
604,C=COC(C)=O,Rh,C[C@@H]1CC[C@@H](C)P->%161C1=C(P->%172[C@H](C)CC[C@H]2C)C(=O)OC1=O.[RhH]%16%17%18.[C-]->%18#[O+],C[C@@H]1CC[C@@H](C)P1C1=C(P2[C@H](C)CC[C@H]2C)C(=O)OC1=O,CC1=CC=CC=C1,353.15,10.34,1,3,2,3000,7.41,-1.874481818,160,,0.032548175,0.013351135,,
605,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,10,0.5,23,1,200,1,-1.105685849,0.47826087,,0.224267868,0.078399655,,
606,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,10,0.5,18,1,200,5,-1.204304592,2.833333333,,0.199674665,0.062473438,,
607,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,10,0.5,9.5,1,200,5,-1.170929804,3.663157895,,0.207997555,0.067463706,,
608,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,10,0.5,7.5,1,200,1,-1.165821387,0.96,,0.209271475,0.068261938,,
609,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,10,0.5,1.5,1,200,5,-0.824808419,73.73333333,,0.294312115,0.149689584,,
610,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,40,0.5,8,1,200,1,-1.283346922,2.525,,0.179963361,0.052077854,,
611,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,40,0.5,20.5,1,200,5,-1.239265031,6.975609756,,0.190956351,0.05764146,,
612,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,313.15,40,0.5,9,1,200,5,-1.199618529,6.733333333,,0.200843259,0.06315118,,
613,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40,0.5,2,1,200,1,-0.934343339,4.8,,0.266996674,0.116320607,,
614,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40,0.5,2,1,200,5,-0.955692092,98.3,,0.261672795,0.110740864,,
615,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,10,0.5,19.5,2,200,1,-0.958116705,5.374358974,,0.261068153,0.110124334,,
616,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40,0.5,4.5,2,200,1,-0.999522491,38.57777778,,0.250742521,0.100110011,,
617,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,373.15,40,0.5,2,2,200,1,-1.028107898,87.5,,0.243613991,0.09373291,,
618,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,343.15,25,0.5,1.5,1.5,200,3,-1.108269259,97.73333333,,0.223623626,0.077934677,,
619,C=COC(C)=O,Rh,[H][C@@]12CCCN1P->%16(C1=C(P->%173N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2.[RhH]%16%17%18.[C-]->%18#[O+],[H][C@@]12CCCN1P(C1=C(P3N(C4=CC=CC=C4)C[C@]4([H])CCCN34)C=CC=C1)N(C1=CC=CC=C1)C2,C(Cl)Cl,343.15,25,0.5,1.4,1.5,200,3,-1.098648415,122,,0.226022839,0.079680415,,
